Filename,Row,Columm,StartTime,EndTime,Completed
Wikidata_OpenML,0,0,0,0,-1
COMET_MC_OpenML,0,0,0,0,-1
COMET_MC_OpenML,0,0,0,0,-1
COMET_MC_OpenML,0,0,0,0,-1
delays_zurich_transport_OpenML,0,0,0,0,-1
Methane_OpenML,0,0,0,0,-1
Airlines_DepDelay_10M_OpenML,0,0,0,0,-1
Covid-19-Case-Surveillance-Public-Use-Dataset_OpenML,0,0,0,0,-1
US-Weather-Events-(2016---2020)_OpenML,0,0,0,0,-1
5-years-historical-stock-quotes_OpenML,0,0,0,0,-1
2018-Airplane-Flights_OpenML,0,0,0,0,-1
delays_zurich_transport_OpenML,0,0,0,0,-1
delays_zurich_transport_OpenML,5465575,11,1688115463.569382,0,-22
delays_zurich_transport_OpenML,5465575,11,1688115463.569382,1688115463.812055,0
