Filename,Row,Columm,StartTime,EndTime,Completed
20_newsgroups.drift_OpenML,399940,1000,1693095873.3001685,0,-22
20_newsgroups.drift_OpenML,399940,1000,1693095873.3001685,1693096776.1368077,1
2dplanes_OpenML,40768,10,1693096778.5125413,0,-22
2dplanes_OpenML,40768,10,1693096778.5125413,1693096779.3266363,1
Ailerons_OpenML,13750,40,1693096780.3578336,0,-22
Ailerons_OpenML,13750,40,1693096780.3578336,1693096780.5439699,1
BNG(2dplanes)_OpenML,177147,10,1693096781.6344595,0,-22
BNG(2dplanes)_OpenML,177147,10,1693096781.6344595,1693096790.352654,1
BNG(Ailerons)_OpenML,1000000,40,1693096794.4496672,0,-22
BNG(Ailerons)_OpenML,1000000,40,1693096794.4496672,1693097212.7581038,1
BNG(Australian)_OpenML,1000000,14,1693097214.7489152,0,-22
BNG(Australian)_OpenML,1000000,14,1693097214.7489152,1693097531.2952132,1
BNG(JapaneseVowels)_OpenML,1000000,14,1693097535.968092,0,-22
BNG(JapaneseVowels)_OpenML,1000000,14,1693097535.968092,1693097824.206149,1
BNG(SPECT)_OpenML,1000000,22,1693097826.5911334,0,-22
BNG(SPECT)_OpenML,1000000,22,1693097826.5911334,1693098277.8757243,1
BNG(SPECTF)_OpenML,1000000,44,1693098290.6917522,0,-22
BNG(SPECTF)_OpenML,1000000,44,1693098290.6917522,1693098719.1252787,1
BNG(adult)_OpenML,1000000,14,1693098720.8410997,0,-22
BNG(adult)_OpenML,1000000,14,1693098720.8410997,1693099007.8499992,1
BNG(anneal)_OpenML,1000000,38,1693099011.0288277,0,-22
BNG(anneal)_OpenML,1000000,38,1693099011.0288277,1693099425.6368392,1
BNG(anneal.ORIG)_OpenML,1000000,38,1693099429.077205,0,-22
BNG(anneal.ORIG)_OpenML,1000000,38,1693099429.077205,1693099857.4418924,1
BNG(anneal.ORIG_COMMA_10000_COMMA_1)_OpenML,1000000,38,1693099862.2661269,0,-22
BNG(anneal.ORIG_COMMA_10000_COMMA_1)_OpenML,1000000,38,1693099862.2661269,1693100266.0367308,1
BNG(anneal.ORIG_COMMA_10000_COMMA_10)_OpenML,1000000,38,1693100269.5435987,0,-22
BNG(anneal.ORIG_COMMA_10000_COMMA_10)_OpenML,1000000,38,1693100269.5435987,1693100676.6177528,1
BNG(anneal.ORIG_COMMA_10000_COMMA_5)_OpenML,1000000,38,1693100679.6420364,0,-22
BNG(anneal.ORIG_COMMA_10000_COMMA_5)_OpenML,1000000,38,1693100679.6420364,1693101105.6389196,1
BNG(anneal.ORIG_COMMA_1000_COMMA_1)_OpenML,1000000,38,1693101109.793438,0,-22
BNG(anneal.ORIG_COMMA_1000_COMMA_1)_OpenML,1000000,38,1693101109.793438,1693101513.375542,1
BNG(anneal.ORIG_COMMA_1000_COMMA_10)_OpenML,1000000,38,1693101516.6829429,0,-22
BNG(anneal.ORIG_COMMA_1000_COMMA_10)_OpenML,1000000,38,1693101516.6829429,1693101934.905142,1
BNG(anneal.ORIG_COMMA_1000_COMMA_5)_OpenML,1000000,38,1693101938.1170382,0,-22
BNG(anneal.ORIG_COMMA_1000_COMMA_5)_OpenML,1000000,38,1693101938.1170382,1693102342.011065,1
BNG(anneal.ORIG_COMMA_5000_COMMA_1)_OpenML,1000000,38,1693102345.2384758,0,-22
BNG(anneal.ORIG_COMMA_5000_COMMA_1)_OpenML,1000000,38,1693102345.2384758,1693102751.8253036,1
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,1000000,38,1693102755.255793,0,-22
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,1000000,38,1693102755.255793,1693103158.2125087,1
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,1000000,38,1693103162.4067016,0,-22
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,1000000,38,1693103162.4067016,1693103578.4860647,1
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,1693103587.1746166,0,-22
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,1693103587.1746166,1693104209.3728065,1
