Name,Time,Memory_Physical,Memory_Virtual,Filename
python,1688726298.9315252,187.974609375,824.98046875,letter_OpenML
python,1688726299.977532,187.9609375,824.98046875,letter_OpenML
python,1688726301.0282362,187.9609375,824.98046875,letter_OpenML
python,1688726302.086104,187.9609375,824.98046875,letter_OpenML
python,1688726303.145837,187.9609375,824.98046875,letter_OpenML
python,1688726304.2061956,188.47265625,824.98046875,letter_OpenML
python,1688726305.2532713,168.244921875,3404.23671875,letter_OpenML
python,1688726306.2961452,356.79296875,4628.00703125,letter_OpenML
python,1688726307.3406086,954.40859375,4933.88671875,letter_OpenML
python,1688726308.386111,1560.71484375,4991.1046875,letter_OpenML
python,1688726309.4335752,2536.63984375,6459.69140625,letter_OpenML
python,1688726310.4821234,3217.83203125,6459.69140625,letter_OpenML
python,1688726311.529896,3217.83203125,6459.69140625,letter_OpenML
python,1688726312.5773585,3217.83203125,6459.69140625,letter_OpenML
python,1688726313.6241615,3217.83203125,6459.69140625,letter_OpenML
python,1688726314.671172,3217.83203125,6459.69140625,letter_OpenML
python,1688726315.718634,3217.83203125,6459.69140625,letter_OpenML
python,1688726316.765158,3217.83203125,6459.69140625,letter_OpenML
python,1688726317.8131356,3217.83203125,6459.69140625,letter_OpenML
python,1688726318.8594048,3217.83203125,6459.69140625,letter_OpenML
python,1688726319.907813,3217.83203125,6459.69140625,letter_OpenML
python,1688726320.3544545,472.8779296875,3732.8798828125,letter_OpenML
python,1688726321.461671,188.58203125,824.98046875,nursery_OpenML
python,1688726322.506487,188.58203125,824.98046875,nursery_OpenML
python,1688726323.5512931,188.58203125,824.98046875,nursery_OpenML
python,1688726324.599628,188.58203125,824.98046875,nursery_OpenML
python,1688726325.643411,188.58203125,824.98046875,nursery_OpenML
python,1688726326.75463,188.58203125,824.98046875,pendigits_OpenML
python,1688726327.800784,188.58203125,824.98046875,pendigits_OpenML
python,1688726328.8589747,188.58203125,824.98046875,pendigits_OpenML
python,1688726329.9226582,188.58203125,824.98046875,pendigits_OpenML
python,1688726330.9850748,188.58203125,824.98046875,pendigits_OpenML
python,1688726332.0327892,1050.9625,4320.19921875,pendigits_OpenML
python,1688726333.081137,1090.3046875,4320.19921875,pendigits_OpenML
python,1688726334.1288552,1087.52734375,4320.19921875,pendigits_OpenML
python,1688726334.8760471,823.6233258928571,4056.0764508928573,pendigits_OpenML
python,1688726335.991667,188.58203125,824.98046875,BNG(cmc_COMMA_nominal_COMMA_55296)_OpenML
python,1688726337.0376358,188.58203125,824.98046875,BNG(cmc_COMMA_nominal_COMMA_55296)_OpenML
python,1688726338.1500793,188.58203125,824.98046875,BNG(glass_COMMA_nominal_COMMA_137781)_OpenML
python,1688726339.1976392,188.58203125,824.98046875,BNG(glass_COMMA_nominal_COMMA_137781)_OpenML
python,1688726340.312476,188.58203125,824.98046875,BNG(tic-tac-toe)_OpenML
python,1688726341.359657,188.58203125,824.98046875,BNG(tic-tac-toe)_OpenML
python,1688726342.4139788,188.58203125,824.98046875,BNG(tic-tac-toe)_OpenML
python,1688726343.4678671,188.58203125,824.98046875,BNG(tic-tac-toe)_OpenML
python,1688726344.5187874,188.58203125,824.98046875,BNG(tic-tac-toe)_OpenML
python,1688726345.5687652,164.69140625,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726346.6148722,164.69140625,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726347.6611505,163.58046875,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726348.7090707,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726349.7600782,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726350.823763,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726351.8874226,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726352.9508126,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726354.0122619,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726355.0773425,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726356.139957,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726357.204337,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726358.268136,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726359.3308208,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726360.3943837,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726361.457746,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726362.5200794,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726363.583872,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726364.646902,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726365.7099535,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726366.773293,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726367.8370957,160.98828125,2853.01953125,BNG(tic-tac-toe)_OpenML
python,1688726368.3004005,121.275390625,2140.3896484375,BNG(tic-tac-toe)_OpenML
python,1688726369.4158037,188.58203125,824.98046875,BNG(vote)_OpenML
python,1688726370.4630463,252.14296875,29452.741796875,BNG(vote)_OpenML
python,1688726371.5132823,774.0,68959.70703125,BNG(vote)_OpenML
python,1688726372.5619109,1362.7921875,68959.70703125,BNG(vote)_OpenML
python,1688726373.6101537,1932.79765625,68959.70703125,BNG(vote)_OpenML
python,1688726374.6590264,2514.4484375,68959.70703125,BNG(vote)_OpenML
python,1688726375.707008,3107.90703125,68959.70703125,BNG(vote)_OpenML
python,1688726376.75604,3700.20546875,68959.70703125,BNG(vote)_OpenML
python,1688726377.8035364,4301.26953125,68959.70703125,BNG(vote)_OpenML
python,1688726378.8538792,4889.70078125,68959.70703125,BNG(vote)_OpenML
python,1688726379.9024076,5476.45625,68959.70703125,BNG(vote)_OpenML
python,1688726380.9499648,6063.41796875,68959.70703125,BNG(vote)_OpenML
python,1688726381.9962041,6645.3265625,68959.70703125,BNG(vote)_OpenML
python,1688726383.0440443,7232.1078125,68959.70703125,BNG(vote)_OpenML
python,1688726384.0913599,7819.559375,68959.70703125,BNG(vote)_OpenML
python,1688726385.1379912,8411.67734375,68959.70703125,BNG(vote)_OpenML
python,1688726386.1849935,9000.46953125,68959.70703125,BNG(vote)_OpenML
python,1688726387.2337177,9570.33828125,68959.70703125,BNG(vote)_OpenML
python,1688726388.281808,10147.090625,68959.70703125,BNG(vote)_OpenML
python,1688726389.3281476,10759.8078125,68959.70703125,BNG(vote)_OpenML
python,1688726390.3777292,11352.08046875,68959.70703125,BNG(vote)_OpenML
python,1688726391.425306,11947.7046875,68959.70703125,BNG(vote)_OpenML
python,1688726392.473776,12533.99609375,68959.70703125,BNG(vote)_OpenML
python,1688726393.5205367,13127.06796875,68959.70703125,BNG(vote)_OpenML
python,1688726394.568231,13718.07734375,68959.70703125,BNG(vote)_OpenML
python,1688726395.6161606,14301.66171875,68959.70703125,BNG(vote)_OpenML
python,1688726396.6620717,14895.71328125,68959.70703125,BNG(vote)_OpenML
python,1688726397.7101157,15483.6546875,68959.70703125,BNG(vote)_OpenML
python,1688726398.756111,16086.265625,68959.70703125,BNG(vote)_OpenML
python,1688726399.8037014,16674.8515625,68959.70703125,BNG(vote)_OpenML
python,1688726400.8524735,17263.6953125,68959.70703125,BNG(vote)_OpenML
python,1688726401.9010544,17846.7640625,68959.70703125,BNG(vote)_OpenML
python,1688726402.9488091,18443.41953125,68959.70703125,BNG(vote)_OpenML
python,1688726403.9978032,19042.034375,68959.70703125,BNG(vote)_OpenML
python,1688726405.0464215,19642.29921875,68959.70703125,BNG(vote)_OpenML
python,1688726406.0957644,20245.68359375,68959.70703125,BNG(vote)_OpenML
python,1688726407.1424289,20842.3390625,68959.70703125,BNG(vote)_OpenML
python,1688726408.1879342,21455.669140625,68959.70703125,BNG(vote)_OpenML
python,1688726409.2360766,22049.1265625,68959.70703125,BNG(vote)_OpenML
python,1688726410.2854464,22631.44765625,68959.70703125,BNG(vote)_OpenML
python,1688726411.341404,23214.05234375,68959.70703125,BNG(vote)_OpenML
python,1688726412.3903317,23799.93125,68959.70703125,BNG(vote)_OpenML
python,1688726413.5108972,24356.15,68959.70703125,BNG(vote)_OpenML
python,1688726414.8577502,24954.68671875,68959.70703125,BNG(vote)_OpenML
python,1688726416.2361178,25645.4234375,68959.70703125,BNG(vote)_OpenML
python,1688726417.3492157,26177.3921875,68959.70703125,BNG(vote)_OpenML
python,1688726418.4861054,26839.684375,68959.70703125,BNG(vote)_OpenML
python,1688726419.53312,27441.8828125,68959.70703125,BNG(vote)_OpenML
python,1688726420.6974554,27961.143359375,68959.70703125,BNG(vote)_OpenML
python,1688726422.135127,28421.8125,68959.70703125,BNG(vote)_OpenML
python,1688726423.3363283,28942.803125,68959.70703125,BNG(vote)_OpenML
python,1688726424.581001,29410.732421875,68959.70703125,BNG(vote)_OpenML
python,1688726425.7416346,29829.176171875,68959.70703125,BNG(vote)_OpenML
python,1688726427.2923853,30228.19375,68959.70703125,BNG(vote)_OpenML
python,1688726428.3886669,30891.00234375,68959.70703125,BNG(vote)_OpenML
