Filename,Time,ARI
20_newsgroups.drift_OpenML,1610.993824481964,-0.023615906640633545
2dplanes_OpenML,2.7066805362701416,4.5157845276542023e-07
Ailerons_OpenML,2.9547231197357178,0.0010925341507352455
BNG(2dplanes)_OpenML,11.854138135910034,5.4198754627042055e-08
BNG(Australian)_OpenML,100.02063703536987,0.2871204964097801
BNG(SPECT)_OpenML,108.85683274269104,-0.03582658810878226
BNG(SPECTF)_OpenML,347.2016484737396,-0.05544176546062703
BNG(adult)_OpenML,81.41915678977966,-0.004240330451485977
BNG(anneal)_OpenML,171.71806716918945,0.031527491842383897
BNG(anneal.ORIG)_OpenML,172.41352081298828,0.017896622899170527
BNG(anneal.ORIG_COMMA_10000_COMMA_1)_OpenML,171.94400715827942,0.15532380000604984
BNG(anneal.ORIG_COMMA_10000_COMMA_10)_OpenML,175.0248408317566,0.029451020674828396
BNG(anneal.ORIG_COMMA_10000_COMMA_5)_OpenML,173.31561613082886,0.06474439205415537
BNG(anneal.ORIG_COMMA_1000_COMMA_1)_OpenML,175.61343693733215,0.027968105442851665
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,176.03867959976196,0.027800456281815617
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,175.41735816001892,0.028492298171127254
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,163.2173674106598,0.008740189203842327
BNG(anneal_COMMA_10000_COMMA_1)_OpenML,174.77128195762634,0.005976775807277927
BNG(anneal_COMMA_10000_COMMA_10)_OpenML,177.63134908676147,0.01614681986231118
BNG(anneal_COMMA_10000_COMMA_5)_OpenML,176.22307133674622,0.014896132883231472
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,178.1904435157776,0.015661166733794304
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,181.55444359779358,-0.01524153413459569
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,181.12655997276306,-0.023223615620401615
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,175.4336702823639,0.009411624373799029
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,178.55072951316833,0.016052154638563052
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,163.1074023246765,0.3166271187930141
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,281.0168836116791,0.006354179244284978
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,284.96692180633545,0.0005812228013911156
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,280.31698298454285,0.017586192246235182
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,281.4977993965149,0.002442211223976788
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,280.68227672576904,0.006658781472808512
BNG(autoHorse)_OpenML,180.416841506958,1.2871534014416565e-08
BNG(autoPrice)_OpenML,136.9084987640381,1.9115670465662756e-08
BNG(auto_price)_OpenML,136.1248893737793,1.737429275210376e-08
BNG(autos)_OpenML,172.3419544696808,0.004737940088475733
BNG(autos_COMMA_10000_COMMA_1)_OpenML,172.7142276763916,-0.0006516512498498159
BNG(autos_COMMA_10000_COMMA_10)_OpenML,171.96531057357788,0.0012734686884921659
BNG(autos_COMMA_10000_COMMA_5)_OpenML,172.45226502418518,-0.001601068186013253
BNG(autos_COMMA_1000_COMMA_1)_OpenML,172.38423943519592,0.0014603944795932714
BNG(autos_COMMA_1000_COMMA_10)_OpenML,172.26326870918274,-0.0009823027877723617
BNG(autos_COMMA_1000_COMMA_5)_OpenML,172.3048975467682,-0.0010917919066957158
BNG(autos_COMMA_5000_COMMA_1)_OpenML,172.19906854629517,-0.00242342530446676
BNG(autos_COMMA_5000_COMMA_10)_OpenML,172.17834758758545,-0.0008362066292817426
BNG(autos_COMMA_5000_COMMA_5)_OpenML,172.2990598678589,0.001413860607167499
BNG(bridges_version1)_OpenML,77.80195212364197,-0.004002462077450378
BNG(cholesterol)_OpenML,96.75676393508911,-9.21692925523648e-11
BNG(colic)_OpenML,132.27152371406555,-0.006545524252668048
BNG(colic.ORIG)_OpenML,153.91417360305786,-0.00010267113385923834
BNG(colic_COMMA_nominal_COMMA_1000000)_OpenML,107.39038372039795,-0.01583135814878038
BNG(cpu_act)_OpenML,173.84929585456848,5.7792682537826843e-08
BNG(cpu_small)_OpenML,119.15218591690063,5.715554611104417e-08
BNG(credit-a)_OpenML,97.17538285255432,0.02931546798960283
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,78.21292924880981,0.009431548455920546
BNG(credit-g)_OpenML,110.76120495796204,0.04783141437210252
BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,99.05051255226135,0.029540068740807342
BNG(cylinder-bands)_OpenML,227.76786088943481,0.0019446479414299222
BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,178.91856169700623,2.818619591727161e-06
BNG(dermatology_COMMA_nominal_COMMA_1000000)_OpenML,151.47740125656128,-0.00015641338249631416
BNG(elevators)_OpenML,146.61358046531677,0.001581396983160146
BNG(eucalyptus)_OpenML,131.5383870601654,-0.0019237698199113422
